ID,AGE,EDUC,Gender,EARN,Job class
42371,50,5,2,46885,5
42373,46,4,1,46908,5
42383,47,4,1,46914,5
42404,33,5,2,46945,5
42414,45,4,1,47000,6
42424,44,1,1,47000,5
42438,35,3,1,47000,5
42452,38,5,2,47010,5
42453,36,5,1,47012,5
42471,50,3,1,47100,5
42474,45,6,1,47100,6
42505,28,6,2,47100,6
42512,43,4,1,47400,5
42516,40,4,1,47400,5
42529,31,3,2,47404,5
42578,48,4,1,47425,5
42584,62,6,1,47428,5
42667,44,3,2,47498,5
42697,26,6,1,47500,5
42736,35,3,1,47511,5
42823,51,5,1,47547,6
42891,35,3,1,47618,6
42918,49,5,1,47696,6
42933,60,3,1,47758,7
42948,59,5,2,47778,5
42949,28,5,1,47800,5
42997,60,4,1,47877,6
43012,56,3,1,48000,5
43018,44,3,2,48000,5
43060,38,6,2,48000,6
43112,50,3,1,48000,6
43118,53,1,1,48000,6
43142,31,3,1,48003,5
43178,53,6,2,48030,5
43180,51,5,2,48072,6
43188,43,5,1,48090,5
43195,47,4,1,48100,5
43219,42,3,1,48200,7
43220,39,3,1,48225,5
43234,44,4,2,48250,5
43265,61,3,1,48253,5
43268,36,6,2,48400,5
43280,41,4,1,48450,5
43292,47,5,2,48500,5
43294,53,3,1,48509,5
43312,34,4,1,48556,5
43399,36,3,1,48865,5
43421,55,3,2,48883,5
43431,49,3,2,48900,6
43455,63,4,1,48912,5
43493,48,2,2,49000,7
43547,62,2,1,49000,5
43550,34,4,1,49000,5
43551,49,4,2,49012,5
43560,41,2,1,49032,5
43570,36,3,1,49050,6
43590,59,5,2,49099,5
43598,32,5,2,49100,5
43600,51,5,2,49200,7
43618,43,3,2,49242,5
43668,37,3,1,49399,5
43673,62,2,2,49456,5
43713,62,6,1,49570,5
43743,37,3,1,49650,5
43744,44,4,1,49772,5
43749,41,3,2,49912,5
43753,36,1,1,50000,7
43795,34,1,1,50000,5
43798,41,4,1,50000,5
43815,26,5,1,50000,5
43826,35,3,2,50000,5
43850,45,3,1,50000,6
43861,51,3,1,50000,6
43907,45,4,1,50000,5
43939,26,4,1,50000,5
43967,26,5,2,50000,5
43970,51,5,1,50000,5
43971,56,4,1,50000,7
43986,38,3,1,50000,5
43993,26,5,2,50000,5
44009,55,3,1,50000,5
44010,58,2,1,50000,5
44030,32,2,1,50000,5
44033,46,1,1,50000,5
44045,29,3,1,50000,5
44072,47,4,2,50000,5
44089,33,4,1,50000,5
44106,44,4,1,50000,7
44112,46,2,1,50000,5
44170,34,2,1,50000,7
44181,49,6,1,50000,7
44199,47,5,1,50000,7
44212,47,4,2,50000,5
44219,42,4,1,50000,5
44244,38,4,1,50005,5
44283,28,4,2,50005,5
44285,43,3,1,50010,5
44306,38,4,1,50015,5
44322,50,6,2,50020,6
44324,30,5,2,50025,5
44338,41,4,2,50072,5
44344,47,4,1,50145,5
44399,37,4,1,50162,5
44447,46,3,1,50215,5
44451,49,5,1,50350,7
44457,27,6,1,50351,6
44459,53,4,1,50400,5
44462,26,5,2,50500,5
44495,43,5,1,50500,6
44516,41,3,1,50500,7
44530,28,5,1,50537,5
44542,39,3,1,50575,5
44545,48,5,1,50600,5
44550,56,4,2,50642,5
44579,51,5,1,50713,6
44629,39,5,2,50750,5
44662,52,5,2,50893,5
44677,37,3,1,50900,5
44690,59,3,2,50987,5
44701,27,5,1,51000,5
44703,25,3,2,51000,5
44718,48,5,1,51000,5
44720,39,3,1,51010,5
44732,41,5,1,51050,6
44737,52,6,1,51066,5
44744,55,4,1,51139,6
44807,40,3,1,51194,6
44895,35,5,2,51384,5
44937,26,5,2,51432,5
44960,46,4,2,51501,5
44968,42,4,2,51506,6
44983,26,5,2,51515,5
44984,47,6,2,51530,6
44996,39,5,1,51640,6
45010,27,5,1,51692,5
45013,52,4,2,51721,5
45040,55,4,1,51803,7
45054,32,5,1,51900,6
45103,43,4,2,52000,5
45121,47,5,1,52000,7
45137,35,3,1,52000,5
45144,41,4,2,52000,5
45154,40,3,1,52000,5
45186,57,4,1,52009,5
45193,28,5,1,52025,5
45204,29,6,1,52035,5
45217,29,6,1,52037,5
45236,33,5,1,52037,5
45252,25,6,1,52069,6
45300,48,5,1,52200,7
45313,35,6,2,52203,5
45326,42,4,2,52238,5
45329,54,6,1,52256,7
45351,44,5,1,52300,5
45409,29,5,1,52350,5
45410,25,5,1,52500,6
45451,61,6,2,52697,7
45467,56,3,2,52730,5
45496,52,5,2,52850,5
45512,43,3,2,52864,5
45539,57,3,2,52947,5
45576,36,3,2,52988,5
45583,31,5,2,53000,5
45587,43,3,1,53000,6
45612,39,3,2,53000,5
45626,59,5,2,53001,6
45657,28,5,1,53058,5
45720,41,3,1,53081,7
45729,32,4,1,53100,5
45740,53,6,1,53136,6
45785,46,4,1,53162,6
45803,47,6,2,53230,6
45832,36,4,1,53242,5
45897,42,3,2,53303,5
45901,44,4,1,53450,5
45909,50,3,1,53544,5
45917,44,5,2,53766,5
45925,44,6,2,54000,5
45931,59,1,1,54000,5
45938,57,5,2,54000,6
45946,30,4,1,54050,5
45968,59,2,1,54120,5
45998,30,6,1,54175,5
46009,43,3,1,54200,5
46040,51,4,2,54431,5
46080,40,5,2,54500,5
46085,53,3,2,54500,5
46104,44,5,1,54649,6
46116,54,5,1,54726,7
46168,43,4,2,54988,5
46209,35,4,1,55000,5
46232,33,3,1,55000,5
46238,25,3,1,55000,5
46258,60,3,1,55000,5
46267,42,5,1,55000,5
46315,43,5,1,55000,5
46317,46,3,1,55003,5
46338,49,5,1,55030,6
46367,53,6,2,55115,6
46394,50,5,1,55125,6
46404,52,6,1,55203,7
46407,53,5,1,55300,5
46421,65,3,2,55302,6
46422,29,5,1,55360,7
46424,42,6,1,55401,6
46425,38,5,1,55500,5
46491,46,4,1,55538,5
46496,56,3,2,55590,7
46500,59,3,1,55650,7
46527,56,6,2,55700,6
46531,42,4,1,55760,5
46547,57,4,1,55800,5
46559,54,5,1,55850,6
46567,36,4,2,55865,5
46577,52,6,1,55893,6
46592,43,6,2,55943,6
46609,47,3,1,55999,5
46624,36,3,1,56000,6
46633,42,5,1,56000,5
46650,37,4,1,56005,5
46657,25,4,2,56010,5
46668,60,3,2,56093,5
46683,48,6,2,56150,6
46695,40,4,2,56150,5
46718,48,5,1,56251,5
46758,43,3,1,56294,5
46769,48,3,1,56315,6
46794,33,3,1,56370,5
46805,26,5,2,56442,5
46811,52,5,1,56450,5
46814,47,4,2,56458,6
46826,29,5,1,56600,5
46839,52,6,2,56617,6
46850,31,4,1,56712,5
46866,34,5,1,56742,5
46868,45,5,2,56852,6
46916,26,6,2,57000,5
46932,26,5,1,57000,7
46936,49,3,1,57023,6
46972,40,4,2,57200,5
47027,58,4,1,57250,5
47028,40,3,1,57250,5
47032,47,6,2,57370,6
47038,54,6,2,57500,5
47050,52,4,1,57500,5
47069,31,5,1,57600,5
47072,53,5,1,57617,6
47122,59,5,2,57642,6
47140,33,5,2,57651,5
47167,57,3,2,57685,5
47170,49,4,1,57700,5
47171,35,4,1,57777,5
47190,38,4,1,57942,5
47207,48,5,1,58000,5
47209,48,5,1,58000,6
47211,52,3,1,58015,5
47225,44,5,1,58029,5
47232,31,5,1,58080,5
47269,34,6,2,58190,5
47291,34,5,1,58190,5
47293,29,5,2,58310,5
47324,43,5,1,58323,5
47335,52,5,1,58370,6
47354,35,5,1,58435,5
47382,42,3,1,58473,5
47424,63,5,1,58843,6
47446,47,3,1,58846,5
47452,50,3,1,58893,5
47509,46,4,1,59005,5
47527,57,5,1,59161,6
47559,42,4,2,59200,5
47563,38,4,1,59288,5
47603,54,4,1,59420,5
47609,50,5,1,59450,5
47610,38,4,1,59500,5
47652,32,5,2,59500,6
47655,46,5,2,59544,5
47676,40,5,1,60000,5
47710,59,2,1,60000,5
47736,52,4,1,60000,6
47753,41,4,1,60000,7
47777,47,3,1,60000,5
47802,36,5,1,60000,6
47803,32,4,1,60001,5
47808,31,4,1,60002,5
47829,32,3,1,60050,7
47835,31,6,1,60100,5
47840,40,5,1,60100,5
47844,52,5,1,60135,6
47863,49,4,1,60150,7
47885,39,3,1,60200,5
47900,45,5,1,60200,5
47908,26,6,1,60200,5
48005,47,6,1,60250,5
48046,48,5,1,60288,6
48057,59,5,1,60300,5
48080,50,5,1,60337,5
48091,53,5,1,60421,5
48101,44,3,1,60432,6
48117,51,4,1,60485,5
48139,45,3,1,60685,5
48147,61,4,1,60712,7
48156,42,6,1,60750,7
48170,51,4,1,60750,5
48208,33,5,1,60760,7
48216,43,5,1,60809,5
48225,30,5,1,60865,7
48231,36,4,1,61000,5
48310,46,3,1,61002,5
48317,46,6,1,61009,6
48373,36,3,1,61050,6
48393,36,4,1,61146,5
48415,44,5,1,61212,5
48461,45,5,2,61309,7
48475,40,3,1,61346,7
48483,57,6,2,61385,6
48538,53,4,2,61400,5
48557,49,6,2,61420,6
48561,40,6,2,61475,5
48571,53,5,2,61591,6
48575,48,5,1,61600,6
48617,42,6,2,61642,5
48634,40,5,1,61770,7
48638,59,3,1,61840,5
48658,58,5,2,61874,6
48661,60,4,2,61920,5
48683,40,5,2,62000,5
48702,51,3,1,62023,6
48721,35,4,1,62078,5
48733,47,3,1,62090,5
48741,55,6,2,62151,6
48768,48,5,1,62250,5
48809,62,5,1,62400,5
48822,31,4,1,62465,5
48857,47,5,2,62500,6
48879,50,5,2,62500,6
48881,46,6,1,62600,5
48950,38,6,2,62815,5
49022,40,5,1,62841,5
49026,64,6,1,62921,7
49042,46,3,1,63025,5
49062,44,6,1,63050,5
49101,46,4,1,63058,5
49130,43,6,1,63162,5
49131,38,3,1,63202,7
49156,43,6,2,63274,6
49180,64,6,1,63292,7
49197,60,3,1,63370,5
49215,49,5,2,63601,5
49242,36,6,2,63868,7
49263,43,5,1,64000,5
49277,40,6,1,64100,6
49297,28,5,1,64200,5
49340,41,3,1,64230,5
49350,46,6,2,64271,5
49351,49,4,1,64279,5
49359,48,3,1,64685,6
49361,46,3,1,64799,5
49388,56,6,2,64800,6
49401,45,6,2,64800,6
49407,60,6,1,64989,5
49411,43,6,1,65000,7
49471,33,5,1,65000,5
49476,42,5,1,65000,5
49477,37,6,1,65000,5
49490,51,6,2,65000,6
49519,57,6,1,65000,7
49520,29,5,2,65012,5
49525,32,5,1,65075,5
49531,46,3,1,65100,6
49600,54,3,1,65169,5
49616,28,3,1,65200,5
49657,39,4,1,65250,6
49685,47,6,2,65267,5
49689,40,4,1,65334,6
49692,40,5,1,65450,5
49729,30,5,2,65450,5
49813,61,5,1,65463,5
49898,36,5,2,65500,6
49906,59,3,1,65585,5
49914,44,5,1,65662,5
49948,30,3,1,65674,5
49951,37,3,1,65700,5
49964,36,5,2,66000,6
49987,40,6,2,66010,5
49998,36,5,1,66011,6
50055,42,5,1,66038,5
50057,37,6,1,66162,6
50075,39,5,1,66212,5
50078,33,5,1,66250,5
50084,39,6,1,66320,5
50098,43,5,2,66650,5
50110,52,6,1,66758,6
50121,45,5,2,66921,5
50126,48,6,1,67000,6
50157,39,4,1,67000,5
50194,32,5,2,67000,5
50209,30,5,2,67150,6
50215,62,4,1,67165,7
50219,35,5,1,67200,5
50224,31,6,1,67300,5
50234,44,3,1,67363,5
50267,45,5,2,67612,5
50281,42,4,1,67712,5
50294,46,4,1,68000,6
50301,41,3,1,68029,5
50328,41,4,2,68120,6
50341,62,4,1,68700,5
50344,47,6,2,69179,6
50358,60,5,1,69252,6
50402,49,5,1,69501,5
50407,33,5,1,69612,6
50410,40,5,1,70000,5
50428,54,5,1,70000,5
50435,50,6,1,70000,6
50485,28,3,1,70000,7
50499,31,3,1,70000,7
50569,59,5,1,70000,6
50600,29,4,1,70080,5
50625,32,6,2,70084,5
50662,60,6,1,70134,5
50706,53,5,1,70200,5
50724,51,3,1,70213,7
50755,34,3,2,70216,7
50763,36,5,2,70237,5
50764,64,3,1,70427,7
50766,40,5,1,70615,5
50786,48,4,1,70759,5
50801,41,3,1,71000,5
50806,53,6,1,71000,5
50821,53,4,1,71042,5
50838,37,6,1,71432,5
50857,50,5,1,71562,5
50879,61,4,1,72025,5
50936,31,6,1,72082,5
50949,42,3,1,72192,5
50968,36,5,1,72404,5
50992,54,6,1,72700,6
51021,58,5,1,73000,5
51033,31,4,1,73000,5
51040,42,4,1,73007,5
51067,25,4,1,73025,5
51068,50,6,1,73079,6
51071,52,4,1,73366,5
51090,44,5,2,73483,5
51094,35,4,1,73530,5
51120,25,3,1,74000,5
51123,49,6,1,74000,5
51168,59,4,2,74084,5
51212,32,4,1,74101,5
51231,37,5,2,74119,5
51247,48,3,2,74223,5
51283,50,6,2,74418,6
51296,44,5,1,74615,5
51314,27,5,1,75000,5
51318,56,6,1,75000,6
51361,32,6,1,75000,5
51367,34,4,2,75000,6
51372,36,6,2,75058,5
51391,35,4,1,75059,5
51463,52,6,2,75073,6
51466,43,5,2,75114,5
51474,52,4,2,75115,5
51495,46,3,1,75120,7
51516,46,4,2,75200,5
51532,43,4,1,75230,5
51559,33,3,1,75300,7
51609,42,4,1,75300,5
51647,34,3,1,75485,7
51667,32,6,1,75500,5
51698,54,5,1,75521,5
51704,35,4,1,75538,5
51740,41,5,1,75732,5
51762,40,5,1,75771,7
51784,37,5,1,75840,5
51785,50,5,1,75969,5
51790,41,6,1,76000,6
51791,39,4,1,76023,5
51807,48,5,2,76130,5
51825,55,5,1,76292,5
51848,31,4,1,76375,7
51887,44,4,1,76516,6
51899,53,4,1,76962,6
51903,45,6,1,77000,5
51924,42,6,2,77200,6
51954,39,5,2,78000,5
51962,39,3,1,78116,7
51967,38,5,1,78362,5
51986,44,4,2,79000,5
52003,53,6,1,79028,5
52004,28,5,1,79075,5
52016,37,4,2,79117,5
52019,42,6,1,79199,6
52033,35,5,1,79500,5
52041,36,5,1,79924,5
52043,55,5,2,79974,5
52055,34,6,1,80000,5
52056,46,6,1,80000,5
52066,43,6,1,80000,5
52079,63,4,1,80025,7
52152,49,4,1,80040,5
52169,65,5,1,80081,6
52171,46,6,1,80100,5
52177,43,3,1,80131,7
52194,44,4,1,80162,5
52226,38,5,1,80250,5
52232,48,6,1,80400,5
52244,35,6,1,80500,5
52254,34,5,1,80510,5
52257,29,5,2,80612,5
52267,30,5,1,81000,5
52268,42,3,1,81742,5
52308,39,5,1,81815,5
52367,35,3,1,82000,5
52386,50,5,1,82028,5
52397,50,5,1,82115,5
52439,35,5,2,82188,5
52443,42,6,1,82196,6
52454,50,4,1,82353,5
52456,59,6,1,82390,7
52466,57,3,1,82400,5
52468,59,5,2,82600,5
52478,42,2,1,82790,5
52489,27,5,2,83000,5
52497,56,6,1,83000,6
52503,44,5,2,83020,6
52504,58,6,1,83400,5
52513,59,6,1,83426,7
52528,34,5,1,83500,6
52545,36,3,1,83565,5
52579,51,6,2,84348,6
52587,53,5,1,85000,7
52603,33,5,1,85000,6
52617,40,4,1,85002,5
52652,54,6,1,85039,5
52705,45,5,1,85469,5
52739,31,6,1,85700,6
52750,55,5,1,85725,5
52775,35,5,1,85750,5
52780,42,6,1,85883,7
52783,64,3,2,86035,7
52804,56,4,2,86172,5
52821,30,4,1,86400,6
52834,31,3,2,86727,5
52871,54,5,1,86750,5
52914,49,5,1,87000,5
52929,50,6,1,87056,7
52957,30,5,2,87208,5
52971,54,4,1,87318,5
52972,56,4,1,87487,5
52983,45,2,1,88200,7
53004,53,3,2,88210,5
53014,59,3,1,88213,5
53016,47,5,1,88960,7
53029,54,6,1,88962,7
53030,58,4,2,89800,6
53039,34,5,1,90000,7
53046,47,5,2,90000,5
53050,49,5,2,90299,5
53064,35,5,1,90500,5
53083,55,3,1,91238,5
53091,41,4,1,91694,5
53179,51,6,2,91860,5
53194,39,4,2,92010,5
53201,39,5,2,92520,7
53214,62,4,1,92637,5
53216,50,6,1,92898,5
53219,50,4,1,93560,5
53245,44,6,2,93577,7
53321,46,5,2,93750,7
53335,32,4,1,93799,5
53342,56,4,1,94977,5
53370,47,3,1,95032,7
53371,59,6,1,95727,6
53404,51,4,1,96001,6
53410,46,5,1,96151,5
53435,53,5,1,96219,7
53456,44,5,2,96350,5
53477,53,6,2,96393,7
53479,50,5,1,97000,5
53481,34,6,1,97266,6
53493,31,6,1,97287,5
53495,43,5,1,97522,5
53496,29,5,1,97837,5
53504,39,5,1,98150,7
53510,48,4,2,98169,7
53519,44,6,1,98504,6
53521,41,4,1,99081,6
53554,26,5,1,99400,5
53568,44,4,2,99604,5
53577,51,5,1,100000,7
53598,39,5,2,100012,5
53606,42,4,1,100012,5
53609,62,4,1,100041,5
53614,53,5,1,100100,5
53652,34,5,1,100130,5
53664,41,5,1,100162,5
53670,55,5,1,100190,5
53672,57,6,1,100267,7
53688,41,6,2,100288,5
53700,30,5,1,100600,5
53713,38,3,1,100800,5
53737,51,6,1,100912,5
53744,41,4,1,101000,5
53765,26,5,2,101356,7
53799,39,6,1,102162,7
53805,32,5,1,102500,5
53809,34,5,1,102650,5
53821,54,6,1,103447,5
53877,62,6,1,103730,6
53881,60,6,1,104000,5
53903,47,6,1,104400,5
53926,65,5,1,104718,5
53951,54,5,1,105500,5
53967,40,4,1,105985,6
53970,33,5,1,106000,5
53974,35,6,2,107000,5
53976,57,4,2,107000,7
54022,65,1,1,107004,5
54023,39,6,1,107500,5
54090,36,6,1,107650,6
54128,60,6,2,108400,5
54133,41,5,1,108485,5
54163,62,5,1,108647,6
54167,28,6,1,109708,6
54178,43,6,1,110000,5
54189,43,6,1,110000,5
54211,52,4,1,110042,5
54306,52,3,2,110075,7
54314,48,5,1,110274,5
54318,43,5,1,110744,7
54330,40,4,1,111000,6
54339,50,6,1,111785,5
54346,35,6,1,113318,5
54349,53,4,1,114284,5
54369,62,4,1,114756,5
54370,41,4,1,114808,5
54378,51,4,1,115132,7
54428,36,6,1,117262,5
54456,32,5,2,118259,5
54464,52,5,1,119962,5
54485,51,6,1,120020,5
54492,64,5,1,120084,5
54516,47,5,1,120353,7
54517,56,6,1,120512,5
54529,37,6,2,120848,5
54555,29,5,2,121000,7
54580,48,6,1,121200,7
54584,47,3,1,121378,5
54617,48,6,1,124037,5
54622,58,6,1,125000,7
54625,45,6,1,125500,5
54645,63,6,2,126288,6
54654,60,6,1,126500,7
54663,39,4,1,127000,5
54674,45,5,2,127931,5
54708,58,6,1,128649,5
54709,50,4,2,130010,5
54715,35,6,1,130151,5
54731,50,5,1,130300,5
54751,53,6,1,130504,5
54752,60,6,1,131066,5
54753,50,6,2,131157,5
54761,60,5,1,131825,5
54808,46,5,1,133400,7
54841,52,3,1,133569,7
54878,50,5,1,134615,5
54891,49,5,2,135244,5
54910,51,3,1,137004,5
54939,41,3,1,137705,7
54941,47,5,1,139000,7
54965,43,6,1,139004,6
54970,61,5,1,142962,5
54973,42,5,1,143819,5
54982,53,3,2,145610,7
55011,53,6,1,147713,6
55014,42,5,1,149152,7
55024,58,6,1,149462,7
55027,34,5,1,150485,5
55034,42,5,1,151000,7
55060,44,5,1,152000,5
55069,55,6,1,152400,5
55094,60,6,2,152728,5
55096,43,5,1,153237,5
55102,63,5,1,153313,6
55106,55,5,1,154808,7
55147,61,6,1,155000,7
55152,42,4,1,155062,5
55172,30,3,2,155078,5
55187,34,5,2,155219,5
55190,60,5,1,156821,7
55210,47,6,2,157993,5
55242,56,6,1,175704,6
55246,51,5,1,184504,7
55287,45,6,2,198720,5
55322,39,6,1,206984,7
55337,45,5,1,214240,5
55347,49,5,2,218108,5
55349,46,3,2,219966,7
55351,35,4,1,229339,5
55354,38,4,1,229339,5
55357,60,6,1,229339,7
55374,36,6,1,229339,5
55391,38,4,1,229568,7
55403,60,4,1,229573,7
55422,48,6,1,229698,5
55486,62,6,1,229760,6
55497,44,4,1,229789,7
55505,43,5,1,229789,5
55511,45,6,1,229842,5
55521,43,1,1,230058,5
55550,58,6,1,231867,5
55568,32,6,1,232339,7
55570,31,5,1,233339,5
55611,55,6,1,234389,5
55613,54,5,1,235289,5
55668,49,6,1,235839,5
55669,45,6,1,235912,5
55676,59,5,1,236114,5
55695,53,6,1,236967,7
55715,48,6,1,247990,5
55721,44,6,1,249339,5
55731,48,5,1,249339,5
55732,50,6,1,250191,5
55741,64,6,1,250265,5
55747,39,5,1,257625,5
55751,48,3,1,257727,5
55764,47,4,1,269301,5
55778,65,5,1,278585,7
55848,44,3,2,298805,5
55854,48,4,1,308587,7
55876,40,3,2,333564,5
55898,55,5,1,419351,5
